OrderID,OrderDate,CustomerID,City,Region,Category,MarbleType,Finish,Thickness_mm,Quantity_sqft,UnitPrice_PKR,Discount_pct,TotalAmount_PKR,PaymentMethod,SalesRep,Warehouse,OrderStatus,DeliveryDays
ORD104221,2025-10-15,CUST2095,Lahore,Punjab,Granite,Ziarat White,Honed,18,481.6,258.51,0.0,124498.42,Bank Transfer,Ahmed Raza,Depot - Lahore,Delivered,8.0
ORD104002,2025-04-10,CUST1490,Quetta,Balochistan,Marble,Indus Green,Polished,20,146.4,178.75,0.0,26169.0,Cash,Bilal Khan,Main Yard - Chiniot,Pending,6.0
ORD102050,2024-06-09,CUST1878,Islamabad,Federal,Marble,Chiniot Black,Honed,16,124.6,216.61,10.0,24290.65,Credit (30 days),Saad Iqbal,Main Yard - Chiniot,Delivered,11.0
ORD102639,2025-10-23,CUST2146,Lahore,Punjab,Onyx,Indus Green,Honed,22,407.4,452.89,0.0,184507.39,Bank Transfer,Zain Abbas,Depot - Karachi,In Transit,7.0
ORD104164,2024-11-19,CUST1745,Multan,Punjab,Onyx,Black Galaxy,Flamed,22,58.5,496.63,0.0,29052.86,Credit (30 days),Fahad Malik,Depot - Lahore,Delivered,9.0
ORD104281,2025-08-25,CUST2167,Karachi,Sindh,Granite,Multi Red,Flamed,20,121.4,301.6,0.0,36614.24,Credit (30 days),Zain Abbas,Depot - Lahore,Delivered,3.0
ORD101614,2024-10-27,CUST2573,Rawalpindi,Punjab,Marble,Sunny Grey,Polished,20,146.3,168.72,10.0,22215.36,Bank Transfer,Zain Abbas,Depot - Multan,In Transit,7.0
ORD101782,2024-02-14,CUST3479,Quetta,Balochistan,Marble,Botticino Beige,Polished,30,45.9,190.61,5.0,8311.55,Cash,Zain Abbas,Depot - Karachi,Delivered,2.0
ORD103894,2024-02-10,CUST3074,Quetta,Balochistan,Marble,Sunny Grey,Polished,22,96.6,158.19,5.0,14517.1,Cash,Saad Iqbal,Main Yard - Chiniot,In Transit,8.0
ORD103169,2025-01-28,CUST2140,Gujranwala,Punjab,Marble,Sunny Grey,Honed,20,172.6,183.65,0.0,31697.99,Bank Transfer,Zain Abbas,Depot - Multan,Delivered,7.0
ORD101619,2024-09-26,CUST1081,Islamabad,Federal,Onyx,Sunny Grey,Leather,30,57.6,483.75,5.0,26470.8,Cheque,Fahad Malik,Depot - Karachi,In Transit,4.0
ORD101422,2024-09-24,CUST3075,Islamabad,Federal,Marble,Multi Red,Polished,30,135.4,204.53,0.0,27693.36,Cash,Fahad Malik,Depot - Multan,Cancelled,9.0
ORD101210,2024-04-01,CUST2029,Mianwali,Punjab,Granite,Botticino Beige,Flamed,20,238.9,322.63,0.0,77076.31,Bank Transfer,Bilal Khan,Main Yard - Chiniot,Delivered,12.0
ORD101622,2025-04-20,CUST3257,Gujranwala,Punjab,Marble,Botticino Beige,Polished,30,388.3,225.88,0.0,87709.2,Cash,Fahad Malik,Depot - Lahore,Delivered,9.0
ORD104335,2024-04-18,CUST3357,Gujranwala,Punjab,Marble,Teri White,Polished,20,77.5,160.22,0.0,12417.05,Cash,Ahmed Raza,Depot - Lahore,Cancelled,12.0
ORD103803,2024-08-30,CUST2928,Faisalabad,Punjab,Granite,Chaghi Golden,Polished,22,79.6,243.88,0.0,19412.85,Bank Transfer,Fahad Malik,Main Yard - Chiniot,In Transit,12.0
ORD104280,2025-03-04,CUST3088,Mianwali,Punjab,Marble,Rangeela Marble,Flamed,18,377.4,192.42,0.0,72619.31,Credit (30 days),Ahmed Raza,Depot - Lahore,Delivered,5.0
ORD103341,2024-04-12,CUST1873,Peshawar,KPK,Onyx,Black Galaxy,Polished,18,146.9,325.79,10.0,43072.7,Bank Transfer,Saad Iqbal,Depot - Multan,Delivered,5.0
ORD100496,2025-08-18,CUST2745,Peshawar,KPK,Marble,Rangeela Marble,Leather,20,20.1,168.78,10.0,3053.23,Credit (30 days),Usman Tariq,Depot - Karachi,Cancelled,11.0
ORD100197,2024-06-23,CUST2187,Gujranwala,Punjab,Tile,Rangeela Marble,Polished,30,143.9,89.98,0.0,12948.12,Bank Transfer,Zain Abbas,Depot - Lahore,Cancelled,6.0
ORD100923,2024-07-21,CUST1814,Sialkot,Punjab,Tile,Black Galaxy,Polished,16,156.0,86.4,5.0,12804.48,Cheque,Usman Tariq,Depot - Karachi,Cancelled,5.0
ORD102808,2024-01-10,CUST2436,Mianwali,Punjab,Marble,Chaghi Golden,Honed,18,20.0,162.49,0.0,3249.8,Credit (30 days),Zain Abbas,Main Yard - Chiniot,Delivered,8.0
ORD100661,2025-08-18,CUST2601,Sialkot,Punjab,Marble,Chiniot Black,Polished,20,85.6,167.42,0.0,14331.15,Credit (30 days),Bilal Khan,Depot - Multan,Delivered,3.0
ORD100248,2024-05-02,CUST1404,Quetta,Balochistan,Granite,Emperador Brown,Polished,20,236.3,313.53,5.0,70382.78,Cash,Saad Iqbal,Main Yard - Chiniot,Delivered,6.0
ORD104192,2024-07-31,CUST2335,Mianwali,Punjab,Granite,Rangeela Marble,Honed,18,32.7,306.97,0.0,10037.92,Cheque,Fahad Malik,Depot - Multan,Pending,10.0
ORD104232,2024-08-17,CUST2020,Rawalpindi,Punjab,Marble,Sunny Grey,Polished,20,76.9,230.31,0.0,17710.84,Bank Transfer,Saad Iqbal,Main Yard - Chiniot,In Transit,2.0
ORD102275,2025-05-07,CUST2324,Mianwali,Punjab,Marble,Emperador Brown,Polished,16,124.0,239.9,0.0,29747.6,Bank Transfer,Ahmed Raza,Depot - Karachi,In Transit,8.0
ORD103425,2024-11-23,CUST1505,Chiniot,Punjab,Marble,Sunny Grey,Honed,16,74.1,198.5,0.0,14708.85,Cash,Ahmed Raza,Depot - Lahore,Delivered,8.0
ORD102524,2024-01-13,CUST2548,Multan,Punjab,Marble,Emperador Brown,Flamed,18,45.2,163.92,0.0,7409.18,Cash,Ahmed Raza,Depot - Multan,Delivered,6.0
ORD100189,2025-03-04,CUST2485,Peshawar,KPK,Onyx,Indus Green,Flamed,30,20.0,414.5,10.0,7461.0,Credit (30 days),Fahad Malik,Main Yard - Chiniot,Delivered,9.0
ORD103756,2024-07-23,CUST1201,Faisalabad,Punjab,Granite,Multi Red,Polished,22,111.9,262.94,0.0,29422.99,Cash,Hamza Sheikh,Main Yard - Chiniot,Delivered,6.0
ORD103860,2025-03-06,CUST1164,Chiniot,Punjab,Tile,Buff Marble,Leather,22,387.8,75.53,0.0,29290.53,Bank Transfer,Bilal Khan,Main Yard - Chiniot,In Transit,6.0
ORD103171,2024-05-11,CUST3294,Islamabad,Federal,Marble,Botticino Beige,Honed,22,184.3,239.11,0.0,44067.97,Bank Transfer,Tariq Mehmood,Main Yard - Chiniot,Delivered,7.0
ORD101668,2025-03-08,CUST2777,Gujranwala,Punjab,Marble,Botticino Beige,Polished,20,46.2,134.13,0.0,6196.81,Cheque,Tariq Mehmood,Main Yard - Chiniot,Delivered,10.0
ORD102551,2024-09-07,CUST1449,Karachi,Sindh,Granite,Emperador Brown,Honed,20,145.8,287.87,0.0,41971.45,Cash,Ahmed Raza,Depot - Multan,Cancelled,5.0
ORD101919,2024-09-27,CUST3198,Sialkot,Punjab,Granite,Teri White,Polished,30,25.0,333.01,0.0,8325.25,Cash,Usman Tariq,Depot - Karachi,Delivered,7.0
ORD104624,2025-07-01,CUST1608,Islamabad,Federal,Tile,Indus Green,Polished,16,89.4,102.23,0.0,9139.36,Cheque,Zain Abbas,Depot - Lahore,Delivered,9.0
ORD101365,2024-10-17,CUST1849,Mianwali,Punjab,Marble,Teri White,Honed,22,78.8,201.37,0.0,15867.96,Bank Transfer,Fahad Malik,Main Yard - Chiniot,Delivered,9.0
ORD103441,2025-01-11,CUST3282,Peshawar,KPK,Marble,Rangeela Marble,Polished,30,33.2,230.22,0.0,7643.3,Bank Transfer,Zain Abbas,Depot - Karachi,Pending,7.0
ORD104614,2024-04-17,CUST1385,Rawalpindi,Punjab,Granite,Sunny Grey,Polished,22,198.2,239.71,0.0,47510.52,Bank Transfer,Bilal Khan,Depot - Multan,Delivered,6.0
ORD100570,2025-11-28,CUST3371,Faisalabad,Punjab,Marble,Multi Red,Polished,18,109.6,179.33,0.0,19654.57,Cash,Ahmed Raza,Main Yard - Chiniot,Delivered,10.0
ORD101378,2024-06-06,CUST2496,Rawalpindi,Punjab,Tile,Teri White,Polished,20,43.7,102.55,0.0,4481.44,Cheque,Fahad Malik,Depot - Multan,Delivered,12.0
ORD103201,2024-12-05,CUST2200,Sialkot,Punjab,Onyx,Chaghi Golden,Polished,20,34.1,328.96,0.0,11217.54,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Delivered,6.0
ORD103449,2025-11-19,CUST2600,Karachi,Sindh,Marble,Chiniot Black,Polished,20,33.7,174.86,0.0,5892.78,Bank Transfer,Fahad Malik,Depot - Multan,Cancelled,4.0
ORD103028,2025-12-30,CUST1356,Quetta,Balochistan,Marble,Buff Marble,Polished,20,171.0,206.05,5.0,33472.82,Cheque,Usman Tariq,Main Yard - Chiniot,Delivered,6.0
ORD104916,2024-11-22,CUST2563,Faisalabad,Punjab,Marble,Botticino Beige,Honed,18,126.6,215.11,0.0,27232.93,Bank Transfer,Fahad Malik,Main Yard - Chiniot,Delivered,11.0
ORD102109,2025-12-29,CUST1288,Gujranwala,Punjab,Tile,Chaghi Golden,Flamed,18,86.4,90.75,0.0,7840.8,Cheque,Hamza Sheikh,Depot - Karachi,Delivered,7.0
ORD101937,2025-08-24,CUST2591,Rawalpindi,Punjab,Marble,Indus Green,Honed,16,80.9,165.23,5.0,12698.75,Cheque,Fahad Malik,Depot - Multan,In Transit,10.0
ORD103085,2025-11-29,CUST3308,Islamabad,Federal,Marble,Buff Marble,Polished,16,47.1,139.68,5.0,6249.98,Credit (30 days),Saad Iqbal,Main Yard - Chiniot,In Transit,6.0
ORD102694,2025-02-23,CUST3003,Chiniot,Punjab,Marble,Chiniot Black,Polished,30,183.4,195.78,0.0,35906.05,Cash,Ahmed Raza,Depot - Multan,Delivered,10.0
ORD102743,2024-04-03,CUST2272,Faisalabad,Punjab,Granite,Sunny Grey,Honed,20,172.9,217.99,10.0,33921.42,Credit (30 days),Ahmed Raza,Depot - Karachi,Delivered,8.0
ORD104085,2025-06-24,CUST2282,Faisalabad,Punjab,Marble,Indus Green,Polished,30,37.6,206.24,0.0,7754.62,Cash,Ahmed Raza,Main Yard - Chiniot,Cancelled,4.0
ORD104050,2025-10-09,CUST1618,Mianwali,Punjab,Granite,Botticino Beige,Polished,16,130.3,231.7,0.0,30190.51,Bank Transfer,Fahad Malik,Depot - Karachi,Pending,6.0
ORD101408,2024-01-20,CUST3464,Chiniot,Punjab,Marble,Multi Red,Flamed,18,49.4,157.27,15.0,6603.77,Cheque,Hamza Sheikh,Depot - Karachi,Pending,9.0
ORD103146,2025-12-04,CUST1703,Chiniot,Punjab,Marble,Teri White,Polished,16,125.9,160.12,5.0,19151.15,Bank Transfer,Hamza Sheikh,Depot - Multan,Delivered,6.0
ORD103414,2024-10-27,CUST2776,Chiniot,Punjab,Onyx,Multi Red,Polished,18,232.0,435.15,0.0,100954.8,Bank Transfer,Ahmed Raza,Depot - Multan,Pending,3.0
ORD103647,2024-02-20,CUST1201,Lahore,Punjab,Marble,Emperador Brown,Bush Hammered,16,29.1,195.55,0.0,5690.51,Bank Transfer,Tariq Mehmood,Depot - Lahore,Delivered,5.0
ORD103658,2025-11-08,CUST3230,Gujranwala,Punjab,Tile,Teri White,Flamed,16,72.6,64.48,15.0,3979.06,Bank Transfer,Bilal Khan,Depot - Multan,Pending,5.0
ORD103460,2024-07-23,CUST1381,Quetta,Balochistan,Marble,Indus Green,Honed,16,154.5,143.88,0.0,22229.46,Bank Transfer,Tariq Mehmood,Depot - Lahore,Pending,7.0
ORD102025,2024-02-17,CUST1340,Sialkot,Punjab,Granite,Ziarat White,Leather,20,69.3,266.27,15.0,15684.63,Cheque,Saad Iqbal,Main Yard - Chiniot,Delivered,8.0
ORD101249,2025-02-13,CUST1201,Rawalpindi,Punjab,Marble,Ziarat White,Leather,22,92.3,197.13,15.0,15465.83,Cash,Bilal Khan,Depot - Lahore,Delivered,5.0
ORD103257,2024-05-25,CUST2168,Gujranwala,Punjab,Marble,Black Galaxy,Honed,16,70.1,138.77,0.0,9727.78,Bank Transfer,Tariq Mehmood,Depot - Karachi,Pending,7.0
ORD101069,2025-07-04,CUST2990,Karachi,Sindh,Granite,Sunny Grey,Honed,20,76.0,205.43,0.0,15612.68,Credit (30 days),Hamza Sheikh,Main Yard - Chiniot,Delivered,5.0
ORD100240,2024-07-29,CUST1545,Gujranwala,Punjab,Marble,Ziarat White,Polished,30,51.2,208.95,0.0,10698.24,Cash,Ahmed Raza,Main Yard - Chiniot,Delivered,7.0
ORD102088,2025-04-09,CUST1386,Rawalpindi,Punjab,Marble,Chiniot Black,Polished,18,57.3,187.16,0.0,10724.27,Cash,Usman Tariq,Main Yard - Chiniot,Cancelled,7.0
ORD101396,2025-03-09,CUST1575,Multan,Punjab,Tile,Ziarat White,Leather,16,120.9,87.78,0.0,10612.6,Cheque,Zain Abbas,Depot - Multan,In Transit,7.0
ORD102132,2025-10-24,CUST2839,Karachi,Sindh,Tile,Ziarat White,Polished,20,122.6,77.17,5.0,8987.99,Credit (30 days),Bilal Khan,Main Yard - Chiniot,Delivered,6.0
ORD103334,2024-01-29,CUST2041,Multan,Punjab,Granite,Teri White,Honed,20,70.6,296.59,0.0,20939.25,Cash,Bilal Khan,Depot - Multan,In Transit,3.0
ORD102858,2024-03-29,CUST1121,Karachi,Sindh,Tile,Buff Marble,Polished,30,72.8,67.01,0.0,4878.33,Cash,Zain Abbas,Main Yard - Chiniot,In Transit,5.0
ORD100823,2025-08-06,CUST3297,Chiniot,Punjab,Marble,Rangeela Marble,Polished,22,57.0,167.01,0.0,9519.57,Bank Transfer,Saad Iqbal,Depot - Lahore,Delivered,10.0
ORD101443,2024-08-28,CUST1134,Karachi,Sindh,Granite,Chiniot Black,Polished,30,178.5,200.96,0.0,35871.36,Credit (30 days),Tariq Mehmood,Depot - Lahore,In Transit,9.0
ORD102484,2025-10-09,CUST1200,Karachi,Sindh,Tile,Sunny Grey,Polished,22,42.5,59.34,0.0,2521.95,Cash,Zain Abbas,Depot - Multan,Delivered,8.0
ORD102117,2025-10-15,CUST1131,Chiniot,Punjab,Marble,Indus Green,Honed,20,99.9,154.57,0.0,15441.54,Bank Transfer,Usman Tariq,Depot - Lahore,In Transit,4.0
ORD100917,2024-06-30,CUST1043,Peshawar,KPK,Granite,Buff Marble,Polished,22,160.0,240.25,0.0,38440.0,Cash,Tariq Mehmood,Depot - Multan,Delivered,7.0
ORD101561,2025-02-26,CUST3313,Quetta,Balochistan,Marble,Rangeela Marble,Polished,22,42.3,157.31,0.0,6654.21,Credit (30 days),Hamza Sheikh,Main Yard - Chiniot,In Transit,9.0
ORD101787,2025-12-13,CUST2602,Rawalpindi,Punjab,Marble,Ziarat White,Honed,30,74.9,242.61,0.0,18171.49,Bank Transfer,Usman Tariq,Main Yard - Chiniot,Delivered,3.0
ORD102466,2025-09-10,CUST1303,Gujranwala,Punjab,Marble,Emperador Brown,Leather,16,59.9,202.97,5.0,11550.01,Bank Transfer,Tariq Mehmood,Depot - Lahore,Delivered,7.0
ORD103734,2025-04-23,CUST1467,Peshawar,KPK,Tile,Teri White,Flamed,20,92.0,84.22,0.0,7748.24,Bank Transfer,Usman Tariq,Depot - Karachi,Delivered,4.0
ORD101998,2024-09-28,CUST2863,Quetta,Balochistan,Granite,Chaghi Golden,Polished,30,185.4,379.94,0.0,70440.88,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Cancelled,6.0
ORD102934,2024-10-05,CUST1407,Sialkot,Punjab,Marble,Buff Marble,Polished,22,140.4,141.51,0.0,19868.0,Cash,Usman Tariq,Depot - Lahore,Delivered,7.0
ORD100296,2024-10-19,CUST1833,Faisalabad,Punjab,Marble,Indus Green,Polished,20,225.3,155.04,0.0,34930.51,Cash,Usman Tariq,Depot - Karachi,Delivered,5.0
ORD100001,2024-10-03,CUST3068,Mianwali,Punjab,Granite,Buff Marble,Polished,16,31.2,286.0,0.0,8923.2,Bank Transfer,Tariq Mehmood,Depot - Karachi,In Transit,5.0
ORD102493,2024-07-22,CUST2868,Quetta,Balochistan,Marble,Rangeela Marble,Polished,16,71.8,123.05,0.0,8834.99,Cash,Zain Abbas,Depot - Karachi,Delivered,13.0
ORD100793,2025-06-13,CUST2379,Lahore,Punjab,Marble,Chiniot Black,Polished,18,54.1,197.64,0.0,10692.32,Cash,Hamza Sheikh,Depot - Multan,In Transit,4.0
ORD102973,2025-06-18,CUST3415,Lahore,Punjab,Marble,Black Galaxy,Polished,16,263.8,186.91,5.0,46841.52,Cheque,Zain Abbas,Depot - Multan,Delivered,11.0
ORD104919,2025-11-25,CUST3278,Mianwali,Punjab,Granite,Botticino Beige,Leather,18,66.7,267.17,0.0,17820.24,Bank Transfer,Tariq Mehmood,Main Yard - Chiniot,In Transit,9.0
ORD101324,2025-03-11,CUST2272,Mianwali,Punjab,Tile,Botticino Beige,Polished,20,41.9,104.92,0.0,4396.15,Credit (30 days),Bilal Khan,Depot - Lahore,Delivered,6.0
ORD104439,2024-03-06,CUST2816,Rawalpindi,Punjab,Granite,Sunny Grey,Polished,16,455.5,294.56,0.0,134172.08,Credit (30 days),Fahad Malik,Depot - Lahore,Delivered,10.0
ORD104690,2024-04-12,CUST3134,Rawalpindi,Punjab,Granite,Indus Green,Polished,22,169.0,338.14,0.0,57145.66,Bank Transfer,Saad Iqbal,Depot - Karachi,Delivered,5.0
ORD101616,2024-02-16,CUST2104,Sialkot,Punjab,Marble,Rangeela Marble,Leather,16,109.3,203.17,15.0,18875.51,Cheque,Ahmed Raza,Depot - Karachi,Cancelled,12.0
ORD104329,2024-05-17,CUST2805,Mianwali,Punjab,Marble,Chaghi Golden,Bush Hammered,30,114.2,208.47,15.0,20236.18,Credit (30 days),Ahmed Raza,Depot - Karachi,Delivered,7.0
ORD102441,2024-01-04,CUST3249,Multan,Punjab,Marble,Sunny Grey,Bush Hammered,18,22.6,211.8,10.0,4308.01,Credit (30 days),Fahad Malik,Depot - Lahore,Delivered,9.0
ORD102881,2025-08-27,CUST2134,Peshawar,KPK,Granite,Chiniot Black,Polished,22,114.5,169.82,0.0,19444.39,Bank Transfer,Saad Iqbal,Depot - Multan,Delivered,6.0
ORD101236,2025-08-16,CUST2202,Mianwali,Punjab,Onyx,Black Galaxy,Polished,20,67.8,431.78,0.0,29274.68,Cheque,Hamza Sheikh,Depot - Karachi,Delivered,7.0
ORD104998,2024-04-19,CUST1376,Karachi,Sindh,Marble,Emperador Brown,Honed,20,115.7,186.86,0.0,21619.7,Bank Transfer,Ahmed Raza,Main Yard - Chiniot,In Transit,9.0
ORD104939,2025-06-26,CUST3473,Peshawar,KPK,Tile,Multi Red,Polished,20,119.1,97.38,0.0,11597.96,Bank Transfer,Saad Iqbal,Main Yard - Chiniot,Cancelled,7.0
ORD104548,2025-09-05,CUST3182,Faisalabad,Punjab,Marble,Indus Green,Polished,20,101.9,168.95,0.0,17216.0,Credit (30 days),Usman Tariq,Depot - Multan,Delivered,9.0
ORD102141,2024-07-15,CUST1334,Islamabad,Federal,Granite,Rangeela Marble,Leather,20,117.3,296.05,5.0,32990.33,Cheque,Saad Iqbal,Main Yard - Chiniot,In Transit,5.0
ORD103184,2025-03-07,CUST2585,Peshawar,KPK,Tile,Ziarat White,Polished,18,444.8,80.7,0.0,35895.36,Cash,Saad Iqbal,Depot - Multan,Pending,11.0
ORD101484,2024-04-11,CUST2677,Peshawar,KPK,Onyx,Chiniot Black,Leather,18,47.2,538.89,5.0,24163.83,Credit (30 days),Bilal Khan,Depot - Multan,In Transit,11.0
ORD100634,2024-09-05,CUST3249,Faisalabad,Punjab,Granite,Botticino Beige,Honed,18,237.3,229.51,5.0,51739.59,Cash,Ahmed Raza,Depot - Lahore,Delivered,7.0
ORD102541,2024-06-30,CUST1405,Rawalpindi,Punjab,Marble,Emperador Brown,Polished,16,86.5,188.41,0.0,16297.46,Cash,Tariq Mehmood,Main Yard - Chiniot,Delivered,3.0
ORD100344,2024-11-25,CUST2233,Chiniot,Punjab,Marble,Sunny Grey,Leather,22,94.0,159.69,0.0,15010.86,Credit (30 days),Saad Iqbal,Main Yard - Chiniot,In Transit,4.0
ORD101008,2025-07-12,CUST2126,Karachi,Sindh,Granite,Indus Green,Polished,18,73.6,321.03,10.0,21265.03,Bank Transfer,Zain Abbas,Depot - Multan,Delivered,6.0
ORD102179,2025-12-20,CUST1614,Multan,Punjab,Marble,Emperador Brown,Polished,22,86.5,188.06,5.0,15453.83,Bank Transfer,Saad Iqbal,Depot - Karachi,Delivered,7.0
ORD103653,2024-02-16,CUST1553,Faisalabad,Punjab,Marble,Black Galaxy,Polished,16,55.1,156.44,15.0,7326.87,Cheque,Zain Abbas,Main Yard - Chiniot,Pending,10.0
ORD101459,2024-11-28,CUST2554,Quetta,Balochistan,Marble,Multi Red,Polished,30,269.5,183.69,10.0,44554.01,Cash,Hamza Sheikh,Depot - Multan,Delivered,7.0
ORD101202,2025-02-01,CUST2351,Islamabad,Federal,Onyx,Chaghi Golden,Honed,30,86.8,345.41,0.0,29981.59,Bank Transfer,Saad Iqbal,Main Yard - Chiniot,Delivered,6.0
ORD102340,2024-01-20,CUST2750,Karachi,Sindh,Marble,Emperador Brown,Leather,30,20.0,198.51,0.0,3970.2,Credit (30 days),Fahad Malik,Depot - Lahore,Delivered,7.0
ORD101573,2025-01-15,CUST2205,Islamabad,Federal,Marble,Emperador Brown,Polished,30,207.1,223.51,0.0,46288.92,Cheque,Saad Iqbal,Depot - Lahore,Pending,9.0
ORD100111,2025-05-28,CUST2928,Quetta,Balochistan,Granite,Black Galaxy,Leather,30,85.5,295.21,0.0,25240.46,Bank Transfer,Fahad Malik,Depot - Lahore,Cancelled,5.0
ORD103804,2024-11-28,CUST3356,Gujranwala,Punjab,Marble,Rangeela Marble,Leather,16,228.9,178.86,0.0,40941.05,Cash,Saad Iqbal,Depot - Multan,Delivered,11.0
ORD100976,2025-06-07,CUST2183,Faisalabad,Punjab,Granite,Black Galaxy,Bush Hammered,18,84.6,227.48,0.0,19244.81,Credit (30 days),Ahmed Raza,Depot - Karachi,Pending,10.0
ORD100375,2025-10-24,CUST2708,Multan,Punjab,Granite,Chiniot Black,Polished,16,101.1,255.55,0.0,25836.1,Cash,Bilal Khan,Main Yard - Chiniot,Cancelled,8.0
ORD102432,2025-08-14,CUST2306,Karachi,Sindh,Onyx,Black Galaxy,Honed,20,33.0,400.42,0.0,13213.86,Credit (30 days),Usman Tariq,Main Yard - Chiniot,Delivered,2.0
ORD104035,2024-04-14,CUST1739,Quetta,Balochistan,Onyx,Black Galaxy,Honed,22,36.3,416.46,0.0,15117.5,Credit (30 days),Ahmed Raza,Depot - Lahore,Delivered,6.0
ORD102223,2025-03-12,CUST2017,Peshawar,KPK,Granite,Indus Green,Polished,20,153.2,273.42,5.0,39793.55,Bank Transfer,Bilal Khan,Depot - Multan,Delivered,12.0
ORD101874,2024-04-14,CUST1882,Peshawar,KPK,Onyx,Chaghi Golden,Flamed,20,156.6,395.79,0.0,61980.71,Cash,Tariq Mehmood,Depot - Multan,Delivered,6.0
ORD104579,2024-05-01,CUST1379,Peshawar,KPK,Marble,Chiniot Black,Leather,22,198.7,197.48,0.0,39239.28,Bank Transfer,Fahad Malik,Depot - Multan,Cancelled,6.0
ORD104301,2024-02-03,CUST1113,Mianwali,Punjab,Marble,Rangeela Marble,Polished,18,58.5,145.89,10.0,7681.11,Bank Transfer,Saad Iqbal,Depot - Karachi,Delivered,8.0
ORD100386,2025-07-19,CUST2045,Sialkot,Punjab,Onyx,Sunny Grey,Polished,30,39.2,486.18,0.0,19058.26,Cash,Zain Abbas,Main Yard - Chiniot,In Transit,6.0
ORD102638,2025-05-06,CUST2286,Lahore,Punjab,Marble,Multi Red,Honed,30,87.7,193.24,5.0,16099.79,Cash,Tariq Mehmood,Main Yard - Chiniot,In Transit,8.0
ORD104345,2024-01-25,CUST3031,Karachi,Sindh,Granite,Rangeela Marble,Polished,20,97.5,241.6,5.0,22378.2,Credit (30 days),Saad Iqbal,Depot - Multan,Delivered,11.0
ORD100200,2024-04-16,CUST1817,Faisalabad,Punjab,Marble,Teri White,Honed,18,25.8,229.4,0.0,5918.52,Cheque,Tariq Mehmood,Main Yard - Chiniot,Cancelled,5.0
ORD104084,2024-10-20,CUST1795,Lahore,Punjab,Granite,Indus Green,Bush Hammered,22,73.2,243.82,0.0,17847.62,Cash,Tariq Mehmood,Main Yard - Chiniot,Delivered,6.0
ORD100885,2025-07-25,CUST2118,Multan,Punjab,Tile,Black Galaxy,Polished,16,21.3,65.52,0.0,1395.58,Cheque,Usman Tariq,Depot - Lahore,Delivered,5.0
ORD101717,2025-11-04,CUST2795,Lahore,Punjab,Marble,Ziarat White,Honed,16,98.9,179.78,0.0,17780.24,Cash,Fahad Malik,Main Yard - Chiniot,Delivered,10.0
ORD101868,2025-11-30,CUST1976,Rawalpindi,Punjab,Granite,Emperador Brown,Leather,20,112.8,221.55,0.0,24990.84,Cash,Hamza Sheikh,Depot - Lahore,Delivered,8.0
ORD102509,2024-10-22,CUST2734,Lahore,Punjab,Granite,Ziarat White,Honed,20,275.6,264.25,0.0,72827.3,Bank Transfer,Ahmed Raza,Depot - Multan,Delivered,9.0
ORD104802,2024-03-15,CUST1578,Mianwali,Punjab,Marble,Emperador Brown,Polished,22,71.8,126.22,10.0,8156.34,Bank Transfer,Usman Tariq,Depot - Multan,Delivered,6.0
ORD103068,2024-07-12,CUST1523,Lahore,Punjab,Marble,Black Galaxy,Polished,20,134.1,146.17,10.0,17641.26,Credit (30 days),Saad Iqbal,Depot - Multan,Cancelled,10.0
ORD101406,2024-08-26,CUST1852,Sialkot,Punjab,Marble,Emperador Brown,Polished,30,106.9,147.55,0.0,15773.1,Bank Transfer,Zain Abbas,Main Yard - Chiniot,In Transit,6.0
ORD100109,2025-08-25,CUST2659,Multan,Punjab,Marble,Black Galaxy,Polished,20,143.6,237.0,0.0,34033.2,Cash,Tariq Mehmood,Depot - Multan,In Transit,7.0
ORD101473,2024-09-04,CUST2072,Faisalabad,Punjab,Marble,Chaghi Golden,Flamed,18,262.2,150.24,0.0,39392.93,Bank Transfer,Usman Tariq,Depot - Karachi,Delivered,8.0
ORD104804,2025-10-14,CUST1746,Quetta,Balochistan,Onyx,Botticino Beige,Flamed,18,205.1,476.41,0.0,97711.69,Cheque,Zain Abbas,Depot - Multan,Pending,5.0
ORD100938,2025-04-14,CUST2965,Lahore,Punjab,Marble,Multi Red,Polished,16,126.4,200.8,0.0,25381.12,Credit (30 days),Ahmed Raza,Main Yard - Chiniot,Delivered,8.0
ORD101770,2024-05-01,CUST1866,Sialkot,Punjab,Tile,Black Galaxy,Leather,18,217.1,89.93,0.0,19523.8,Bank Transfer,Bilal Khan,Depot - Karachi,Cancelled,7.0
ORD101146,2025-05-07,CUST3446,Karachi,Sindh,Tile,Black Galaxy,Polished,22,225.3,97.7,0.0,22011.81,Bank Transfer,Zain Abbas,Depot - Multan,Cancelled,10.0
ORD101894,2025-06-17,CUST3151,Rawalpindi,Punjab,Marble,Buff Marble,Polished,20,63.3,185.34,0.0,11732.02,Bank Transfer,Bilal Khan,Depot - Lahore,In Transit,7.0
ORD102345,2024-02-08,CUST2445,Lahore,Punjab,Marble,Chaghi Golden,Polished,20,174.9,207.32,10.0,32634.24,Cash,Zain Abbas,Depot - Karachi,In Transit,6.0
